name,address,phone,email,website,instagram,facebook,cuisine,city,whatsapp_link,email_draft
Amethyst Cafe,"Royapettah, Chennai",04445991633,,http://amethystindia.com/,,,Cafe,Chennai,https://wa.me/914445991633?text=Hi%20Amethyst%20Cafe%2C%0A%0AI%20noticed%20Amethyst%20Cafe%20%28Cafe%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Ciclo Cafe,"Kotturpuram, Chennai",04442030477,,http://ciclocafe.com/,,,Cafe,Chennai,https://wa.me/914442030477?text=Hi%20Ciclo%20Cafe%2C%0A%0AI%20noticed%20Ciclo%20Cafe%20%28Cafe%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
The Farm,"Semmancheri, Chennai",09176050562,,http://thefarmchennai.com/,,,Farm to Table,Chennai,https://wa.me/919176050562?text=Hi%20The%20Farm%2C%0A%0AI%20noticed%20The%20Farm%20%28Farm%20to%20Table%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Flurys,"Park Street, Kolkata",03340007457,,https://flurysindia.com/,,,Bakery,Kolkata,https://wa.me/913340007457?text=Hi%20Flurys%2C%0A%0AI%20noticed%20Flurys%20%28Bakery%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Peter Cat,"Park Street, Kolkata",03322298841,,,,,Continental,Kolkata,https://wa.me/913322298841?text=Hi%20Peter%20Cat%2C%0A%0AI%20noticed%20Peter%20Cat%20%28Continental%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Mocambo,"Park Street, Kolkata",03322290095,,,,,Continental,Kolkata,https://wa.me/913322290095?text=Hi%20Mocambo%2C%0A%0AI%20noticed%20Mocambo%20%28Continental%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
6 Ballygunge Place,"Ballygunge, Kolkata",03324603922,,https://6ballygungeplace.in/,,,Bengali,Kolkata,https://wa.me/913324603922?text=Hi%206%20Ballygunge%20Place%2C%0A%0AI%20noticed%206%20Ballygunge%20Place%20%28Bengali%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
German Bakery,"Koregaon Park, Pune",02026136539,,,,,Bakery,Pune,https://wa.me/912026136539?text=Hi%20German%20Bakery%2C%0A%0AI%20noticed%20German%20Bakery%20%28Bakery%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Malaka Spice,"Koregaon Park, Pune",02026151088,,https://malakaspice.com/,,,Pan-Asian,Pune,https://wa.me/912026151088?text=Hi%20Malaka%20Spice%2C%0A%0AI%20noticed%20Malaka%20Spice%20%28Pan-Asian%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Vohuman Cafe,"Sangamvadi, Pune",02026164739,,,,,Irani Cafe,Pune,https://wa.me/912026164739?text=Hi%20Vohuman%20Cafe%2C%0A%0AI%20noticed%20Vohuman%20Cafe%20%28Irani%20Cafe%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Agashiye,"Lal Darwaja, Ahmedabad",07925506946,,https://houseofmg.com/agashiye,,,Gujarati,Ahmedabad,https://wa.me/917925506946?text=Hi%20Agashiye%2C%0A%0AI%20noticed%20Agashiye%20%28Gujarati%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Vishalla,"Vasna, Ahmedabad",07926602422,,http://vishalla.com/,,,Gujarati,Ahmedabad,https://wa.me/917926602422?text=Hi%20Vishalla%2C%0A%0AI%20noticed%20Vishalla%20%28Gujarati%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
LMB - Laxmi Mishthan Bhandar,"Johari Bazar, Jaipur",01412565844,,https://lmbi.com/,,,Vegetarian,Jaipur,https://wa.me/911412565844?text=Hi%20LMB%20-%20Laxmi%20Mishthan%20Bhandar%2C%0A%0AI%20noticed%20LMB%20-%20Laxmi%20Mishthan%20Bhandar%20%28Vegetarian%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Baradari,"City Palace, Jaipur",01414088836,,,https://www.instagram.com/baradarijaipur/,,Fine Dining,Jaipur,https://wa.me/911414088836?text=Hi%20Baradari%2C%0A%0AI%20noticed%20Baradari%20%28Fine%20Dining%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
The Peacock Rooftop Restaurant,"Gopalbari, Jaipur",01412373700,,http://hotelpearlpalace.com/,,,Rooftop,Jaipur,https://wa.me/911412373700?text=Hi%20The%20Peacock%20Rooftop%20Restaurant%2C%0A%0AI%20noticed%20The%20Peacock%20Rooftop%20Restaurant%20%28Rooftop%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Azrak,"Lebua Lucknow, Lucknow",05222238333,,,,,Fine Dining,Lucknow,https://wa.me/915222238333?text=Hi%20Azrak%2C%0A%0AI%20noticed%20Azrak%20%28Fine%20Dining%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Kava,"Fairfield by Marriott, Lucknow",05226692222,,,,,Fine Dining,Lucknow,https://wa.me/915226692222?text=Hi%20Kava%2C%0A%0AI%20noticed%20Kava%20%28Fine%20Dining%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Royal Cafe,"Hazratganj, Lucknow",05222627070,,,,,Multi-cuisine,Lucknow,https://wa.me/915222627070?text=Hi%20Royal%20Cafe%2C%0A%0AI%20noticed%20Royal%20Cafe%20%28Multi-cuisine%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Oudhyana,"Vivanta by Taj, Lucknow",05226711000,,,,,Awadhi,Lucknow,https://wa.me/915226711000?text=Hi%20Oudhyana%2C%0A%0AI%20noticed%20Oudhyana%20%28Awadhi%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Elora Cafe,"Scheme No. 103, Indore",7415956502,,,https://www.instagram.com/elora.cafe/,,Italian,Indore,https://wa.me/917415956502?text=Hi%20Elora%20Cafe%2C%0A%0AI%20noticed%20Elora%20Cafe%20%28Italian%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Cafe Amigos,"Khajrana Square, Indore",07314979494,,,https://www.instagram.com/cafeamigosindore/,,Cafe,Indore,https://wa.me/917314979494?text=Hi%20Cafe%20Amigos%2C%0A%0AI%20noticed%20Cafe%20Amigos%20%28Cafe%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Mangosteen Cafe,"New Palasia, Indore",09111116666,,,https://www.instagram.com/mangosteencafe/,,Cafe,Indore,https://wa.me/919111116666?text=Hi%20Mangosteen%20Cafe%2C%0A%0AI%20noticed%20Mangosteen%20Cafe%20%28Cafe%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
The French Door,"R.S. Puram, Coimbatore",04224344464,,,https://www.instagram.com/thefrenchdoorindia/,,Cafe,Coimbatore,https://wa.me/914224344464?text=Hi%20The%20French%20Door%2C%0A%0AI%20noticed%20The%20French%20Door%20%28Cafe%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
On the Go,"Race Course, Coimbatore",04224520116,,,https://www.instagram.com/onthegoindia/,,Fine Dining,Coimbatore,https://wa.me/914224520116?text=Hi%20On%20the%20Go%2C%0A%0AI%20noticed%20On%20the%20Go%20%28Fine%20Dining%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Cafe Totaram,"Race Course, Coimbatore",04224364116,,,https://www.instagram.com/cafetotaram/,,Cafe,Coimbatore,https://wa.me/914224364116?text=Hi%20Cafe%20Totaram%2C%0A%0AI%20noticed%20Cafe%20Totaram%20%28Cafe%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Kashi Art Cafe,"Fort Kochi, Kochi",04842215035,,http://kashiartcafe.com/,,,Cafe,Kochi,https://wa.me/914842215035?text=Hi%20Kashi%20Art%20Cafe%2C%0A%0AI%20noticed%20Kashi%20Art%20Cafe%20%28Cafe%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Qissa Cafe,"Fort Kochi, Kochi",04842216035,,,https://www.instagram.com/qissacafe/,,Cafe,Kochi,https://wa.me/914842216035?text=Hi%20Qissa%20Cafe%2C%0A%0AI%20noticed%20Qissa%20Cafe%20%28Cafe%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
The Rice Boat,"Taj Malabar, Kochi",04846643000,,,,,Fine Dining,Kochi,https://wa.me/914846643000?text=Hi%20The%20Rice%20Boat%2C%0A%0AI%20noticed%20The%20Rice%20Boat%20%28Fine%20Dining%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Kansar Gujarati Thali,"Nanpura, Surat",02612470121,,http://kansar.in/,,,Gujarati,Surat,https://wa.me/912612470121?text=Hi%20Kansar%20Gujarati%20Thali%2C%0A%0AI%20noticed%20Kansar%20Gujarati%20Thali%20%28Gujarati%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Sizzling Salsa,"Adajan, Surat",02612734444,,,,,Continental,Surat,https://wa.me/912612734444?text=Hi%20Sizzling%20Salsa%2C%0A%0AI%20noticed%20Sizzling%20Salsa%20%28Continental%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
The Lime Tree,"Hotel Lords Eco Inn, Surat",02613066666,,,,,Fine Dining,Surat,https://wa.me/912613066666?text=Hi%20The%20Lime%20Tree%2C%0A%0AI%20noticed%20The%20Lime%20Tree%20%28Fine%20Dining%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Haldiram's,"Anjuman Complex, Nagpur",07122541451,,https://www.haldirams.com/,,,Fast Food,Nagpur,https://wa.me/917122541451?text=Hi%20Haldiram%27s%2C%0A%0AI%20noticed%20Haldiram%27s%20%28Fast%20Food%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Zinc - The Gastro Pub,"Hotel Centre Point, Nagpur",07126699000,,,,,Gastro Pub,Nagpur,https://wa.me/917126699000?text=Hi%20Zinc%20-%20The%20Gastro%20Pub%2C%0A%0AI%20noticed%20Zinc%20-%20The%20Gastro%20Pub%20%28Gastro%20Pub%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
The Breakfast Story,"Hingna Road, Nagpur",09168444455,,,https://www.instagram.com/thebreakfaststory/,,Cafe,Nagpur,https://wa.me/919168444455?text=Hi%20The%20Breakfast%20Story%2C%0A%0AI%20noticed%20The%20Breakfast%20Story%20%28Cafe%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Amritsar Haveli,"Inside Town Hall, Amritsar",9814113366,info@amritsarhaveligroup.com,https://amritsarhaveligroup.com/,,,Punjabi,Amritsar,https://wa.me/919814113366?text=Hi%20Amritsar%20Haveli%2C%0A%0AI%20noticed%20Amritsar%20Haveli%20%28Punjabi%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,"Subject: Digity menu for Amritsar Haveli

Hi Amritsar Haveli,

I noticed Amritsar Haveli (Punjabi) and thought you might love *Digity* – a simple way to take your menu digital.

✅ QR code menu
✅ Easy to update
✅ Orders & reservations
✅ Showcase your contact & social links

Would you like a free demo? I can set up a trial menu for you.

Regards,
Zakir Rashid
9103173043"
BHK Restaurant,Amritsar,01835170009,,,https://www.instagram.com/bhk_amritsar/,,Fine Dining,Amritsar,https://wa.me/911835170009?text=Hi%20BHK%20Restaurant%2C%0A%0AI%20noticed%20BHK%20Restaurant%20%28Fine%20Dining%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
